"source_paper","app_awareness","venue_raw","venue_source","raw_reference","suspected_fp"
"Bicoptor: Two-round Secure Three-party Non-linear Computation without Preprocessing for Privacy-preserving Machine Learning.","2","","none","[12] MAX4/MAX9 protocols. (Lat.: latency. ALat.: amortized latency. Thru.: throughput rate. q = 264, ℓx =","True"
"Bicoptor: Two-round Secure Three-party Non-linear Computation without Preprocessing for Privacy-preserving Machine Learning.","2","","none","13. Bicoptor-Binary: the binary-tree-based maxpool Bicoptor protocols.) Batch Protocol MAX4 MAX9 Size Lat.(µs) ALat.(µs) Thru.(ops/s) Lat.(us) ALat.(us) Thru.(ops/s) 1 Bicoptor-Binary 651.8 651.8 1534.2 1617.0 1617.0 618.4 Bicoptor-2-round 341.6 341.6 2927.3 455.1 455.1 2197.5 Falcon","True"
"Bicoptor: Two-round Secure Three-party Non-linear Computation without Preprocessing for Privacy-preserving Machine Learning.","2","","none","[12] 3703.7 3703.7 270.0 10449.5 10449.5 95.7 102 Bicoptor-Binary 1718.1 17.2 58202.3 4211.1 42.1 23747.0 Bicoptor-2-round 2179.3 21.8 45886.4 9673.2 96.7 10337.8 Falcon","True"
"Bicoptor: Two-round Secure Three-party Non-linear Computation without Preprocessing for Privacy-preserving Machine Learning.","2","","none","[12] 4509.4 45.1 22176.1 14175.3 141.8 7054.5 103 Bicoptor-Binary 9783.3 9.8 102214.6 26420.8 26.4 37849.0 Bicoptor-2-round 16399.8 16.4 60976.5 90154.9 90.2 11092.0 Falcon","True"
"Bicoptor: Two-round Secure Three-party Non-linear Computation without Preprocessing for Privacy-preserving Machine Learning.","2","","none","[12] 12635.9 12.6 79139.4 34885.1 34.9 28665.6 104 Bicoptor-Binary 87470.8 8.7 114323.8 244932.0 24.5 40827.7 Bicoptor-2-round 165940.2 16.6 60262.7 1015628.1 101.6 9846.1 Falcon","True"
"Bicoptor: Two-round Secure Three-party Non-linear Computation without Preprocessing for Privacy-preserving Machine Learning.","2","","none","[12] 111099.7 11.1 90009.3 297128.0 29.7 33655.5 105 Bicoptor-Binary 858400.8 8.6 116495.7 2404498.0 24.0 41588.7 Bicoptor-2-round 1723884.6 17.2 58008.5 10410762.7 104.1 9605.4 Falcon","True"
"Bicoptor: Two-round Secure Three-party Non-linear Computation without Preprocessing for Privacy-preserving Machine Learning.","2","","none","[12] 1063411.3 10.6 94037.0 2802530.0 28.0 35682.0","True"
"SecFloat: Accurate Floating-Point meets Secure 2-Party Computation.","2","","none","[28] Ideal/SECFLOAT SIN 7.5891 · 10−8 0x33a2f983 0 2.38419 · 10−7 16.7 · 106 COS 0.49999 0x3effffff 3.5 · 10−7 9.36268 · 10−8 37.1 · 106 TAN 1.89727 · 10−8 0x32a2f983 0 5.96046 · 10−8 16.7 · 106 LOG2 0.99999 0x3f7fffff −1.1 · 10−7 −8.59913 · 10−8 4.6 · 106 Table VI: Inputs which lead to large ULP errors in ABY-F circuits. Ideal is the exact real result. The floating-point inputs are shown both in their decimal as well as hexadecimal representations.","True"
"Waldo: A Private Time-Series Database from Function Secret Sharing.","3","","none","[56] Mohammad Saiful Islam, Mehmet Kuzu, and Murat Kantarcioglu. Access pattern disclosure on searchable encryption: Ramiﬁcation, attack and mitigation. In NDSS, volume 20, page","True"
"Not Yet Another Digital ID: Privacy-Preserving Humanitarian Aid Distribution.","4","","none","[25] G. Hosein and C. Nyst, “Aiding Surveillance,” Privacy International, Tech. Rep., 20013.","True"
"Leaking Arbitrarily Many Secrets: Any-out-of-Many Proofs and Applications to RingCT Protocols.","3","","none","[27] A. Chepurnoy, C. Papamanthou, S. Srinivasan, and Y. Zhang, “Edrax: A 14 2546","True"
"Nebula: A Privacy-First Platform for Data Backhaul.","4","","none","[52] R. A. Popa, H. Balakrishnan, and A. J. Blumberg, “VPriv: protecting 3197","True"
"Nebula: A Privacy-First Platform for Data Backhaul.","4","","none","[73] S. Kandula, D. Katabi, M. Jacob, and A. Berger, “Botz-4-sale: Sur-viving organized ddos attacks that mimic flash crowds,” in PNSDI.","True"
"Video-Based Cryptanalysis: Extracting Cryptographic Keys from Video Footage of a Device's Power LED Captured by Standard Video Cameras.","2","","none","[5] G. Camurati, S. Poeplau, M. Muench, T. Hayes, and A. Francillon, “Screaming channels: When electro-magnetic side channels meet radio transceivers,” in 2437","True"
"Video-Based Cryptanalysis: Extracting Cryptographic Keys from Video Footage of a Device's Power LED Captured by Standard Video Cameras.","2","","none","[30] B. Nassi, Y. Pirutin, R. Swisa, A. Shamir, Y. Elovici, 2438","True"
"Make Revocation Cheaper: Hardware-Based Revocable Attribute-Based Encryption.","2","","none","4. (LSSS [4].) A secret sharing scheme over a set of parties Ωis called linear if there exists an ℓˆ n matrix M and a label function ρ : rℓs ÞÑ Ω4 such that for any random vector v “ ps, y2, ¨ ¨ ¨ , ynq P Zn p, where s represents the secret, we have that Mv shares the secret s to parties, and pMvqi belongs to the party ρpiq. Usually, the secret scheme is denoted as a pair pM, ρq. Let pM, ρq be a LSSS scheme, then for any authorized set A Ă Ω, (1) there exists a set of valid shares λ “ tλi P ZpuiPI, where I “ ti : ρpiq P Au; and (2) there exists an efficient algorithm","True"
"Make Revocation Cheaper: Hardware-Based Revocable Attribute-Based Encryption.","2","","none","[25] to calculate a set of constants w “ twi P ZpuiPI to recover the secret from the valid shares by ř iPI wiλi “ s. Here we only assume the existence of such constants. Refer to","True"
"Make Revocation Cheaper: Hardware-Based Revocable Attribute-Based Encryption.","2","","none","[25] for the detailed algorithm, which can be optimized in real implementations. B. ABE-2OD Security Models and Proofs Assumption","True"
"Make Revocation Cheaper: Hardware-Based Revocable Attribute-Based Encryption.","2","","none","1. (KEA [5]). For any adversary A that takes g1{x, g1{y and returns pu, vq with vy “ ux, then there exists an “extractor” E, which given same inputs as A and returns t such that pg1{xqt “ u, pg1{yqt “ v. Without loss of generality, we let AdvKEA A,E p1λq “ PrrEpg1{x, g1{y, pg1{xqt, pg1{yqtq ‰ ts. Specifically, KEA holds if for every adversary A there exists an extractor E and a negligible error function ν such that AdvKEA A,E p1λq ď νpλq.","True"
"Make Revocation Cheaper: Hardware-Based Revocable Attribute-Based Encryption.","2","","none","4. For simplicity of description, we denote rℓs :“ t1, 2, ¨ ¨ ¨ , ℓu. 3122","True"
"Make Revocation Cheaper: Hardware-Based Revocable Attribute-Based Encryption.","2","","none","8. We define two security EXPsIND-ATK Π,A p1λq pM˚, ρ˚q Ð Ap1λ, Ωq; // Initialization T B :“ H; k :“ 0; (PK, MSK) Ð Π.Setupp1λ, Ωq; // Setup pM0, M1q Ð AOpPKq; // Query 1 b Ð t0, 1u, C˚ Ð Π.Enc ` PK, Mb, pM˚, ρ˚q ˘ ; // Challenge b1 Ð AOpPK, C˚q; // Query 2 and Guess return 1 if b1 “ b, else return 0. Figure 8: Experiment for ABE-2OD models (i.e. ATK P {CDA, CHA}), which are different in the oracles allowed by A. O “ # tOKeyGen, OCorruptDK, OTransform2u ATK = CDA; tOKeyGen, OCorruptDK, OCorruptHK, ODecu ATK = CHA; sIND-CDA. To capture the adversary’s ability, the sIND-CDA model follows the experiment EXPsIND-CDA Π,A p1λq and allows A to query the set of oracle defined as above. Specifically, these oracles are described as follows. ‚ OKeyGenpMSK,¨q is a key generation oracle that allows A to query an attribute set Ak Ă Ω. For each query, it runs KeyGen pMSK, Akq to obtain the key triple (TKk, HKk, DKk) and responds A with TKk. Besides, it records TBrks :“ pAk, TKk, HKk, DKkq and updates k Ð k `1. ‚ OCorruptDKp¨q is a corruption oracle that allows A to query an index i. If TBris is not defined, it outputs K; otherwise fetches pAi, TKi, HKi, DKiq and forwards DKi to A. ‚ OTransform2p¨,¨q is the second stage transformation ora-cle that allows A to query an index i and a partially transformed ciphertext PTC. If TBris is not defined, it outputs K; otherwise, retrieves Ai and HKi. If the query is in the second query phase and A $ pM˚, ρ˚q, it forwards K to A; otherwise, sends the transformed result of Transform2 pHKi, PTCq to A. Definition","True"
"Make Revocation Cheaper: Hardware-Based Revocable Attribute-Based Encryption.","2","","none","5. (sIND-CDA for ABE-2OD). An ABE-2OD scheme is sIND-CDA if for any PPT adversary A, the following advantage is negligible. AdvsIND-CDA Π,A p1λq “ ˇˇˇˇPr “ EXPsIND-CDA Π,A p1λq “ 1 ‰ ´ 1 2 ˇˇˇˇ . sIND-CHA. To capture the adversary’s ability, the sIND-CHA model follows the experiment EXPsIND-CHA Π,A p1λq and allows A to query the set of oracle defined as above. Specifically, these oracles are described as follows. ‚ OKeyGenpMSK,¨q is a key generation oracle that is the same as in sIND-CDA. ‚ OCorruptHKp¨q is a corruption oracle that allows A to query an index i. If TBris is not defined, it outputs K; otherwise fetches pAi, TKi, HKi, DKiq and forwards HKi to A. ‚ OCorruptDKp¨q is a corruption oracle that allows A to query an index i. If TBris is not defined or A $ pM˚, ρ˚q, it outputs K; otherwise it fetches pAi, TKi, HKi, DKiq from TBris and forwards DKi to A. ‚ ODecp¨,¨q is a decryption oracle that allows A to query an index i and a transformed ciphertext TC. If TBris is not defined, it outputs K; otherwise, retrieves Ai and DKi and calculates Out Ð Dec pDKi, TCq. If the query is in the second query phase, it forwards A a special symbol test if Out P tM0, M1u; otherwise, it sends Out to A. Definition","True"
"Make Revocation Cheaper: Hardware-Based Revocable Attribute-Based Encryption.","2","","none","6. (sIND-CHA for ABE-2OD). An ABE-2OD scheme is sIND-CHA if for any PPT adversary A, the following advantage is negligible. AdvsIND-CHA Π,A p1λq “ ˇˇˇˇPr “ EXPsIND-CHA Π,A p1λq “ 1 ‰ ´ 1 2 ˇˇˇˇ . B.2. Proof of THEOREM 1 Proof. Suppose there exists a PPT adversary A who has a non-negligible advantage in the game of sIND-CDA, we build a simulator B that calls A as a subroutine to break the Green’s OABE scheme (i.e., ΠOABE). The simulation consists of six phases and the details are as follows. Init. The simulator B runs a copy of A. A determines an LSSS-style policy pM˚, ρ˚q, which is then submitted by B for challenging. Setup. Receiving a public parameter PK from ΠOABE’s challenger, B forwards PK to the adversary, where PK “ pg, e pg, gqα , ga, H, H1, H2q . Note that MSK is unknown to B. Query Phase","True"
"Make Revocation Cheaper: Hardware-Based Revocable Attribute-Based Encryption.","2","","none","1. B initializes TB :“ H, k :“ 0, and an H-list. Then B answers the queries from A as follows. OKeyGenpMSK,¨q: Receiving an attribute set A as input, B forwards A to ΠOABE’s key generation oracle and then obtains the transformation key Ď TK in ΠOABE, i.e., there exist pK1, L1, tK1 yuyPAq such that Ď TK “ ´ sK “ pK1q 1 β , sL “ pL1q 1 β , t sKy “ pK1 yq 1 β uxPA ¯ where β is also unknown to B. Then B chooses random numbers t1 1, t1 2, γ1, γ2 P Zp, and simulates as follows. ‚ If A & pM˚, ρ˚q, B first queries ΠOABE’s key generation oracle to obtain β. Then B extracts pK1, L1, tK1 yuyPAq from Ď TK. Then B calculates TK = pTK1, TK2q, where each TKi (i P t1, 2u) is defined K “ ´ K1 ¨ pgaqt1 i ¯ 1 γiβ , L “ ´ L1 ¨ gt1 i ¯ 1 γiβ , tKy “ ´ K1 yH1pyqt1 i ¯ 1 γiβ uyPA. Let ¯t be the randomness hidden in Ď TK, the randomness in TKi (i P t1, 2u) is ti “ ¯t ` t1 i. Therefore it perfectly simulates the transformation key. Besides B sets HK “ pγ1, γ2q and DK “ β. 3123","True"
"Make Revocation Cheaper: Hardware-Based Revocable Attribute-Based Encryption.","2","","none","2. B continues to answer queries from A as in Query Phase 1, except that: in the GTransform2p¨,¨q query, if A $ pM˚, ρ˚q, it forwards K to A. Guess. Receiving a bit b1 from A, B eventually outputs the same bit b1 as its guess. This ends the simulation. In case A $ pM˚, ρ˚q, A always generates a proper TC for A. Obliviously, it perfectly simulates the game. We have AdvsIND-CDA Π,A ď AdvsIND-CPA ΠOABE,B ` qT ¨ AdvKEA A,E , where AdvsIND-CPA ΠOABE,B is advantage of B wins ΠOABE’s CPA security game and qT is the number of queries to the GTransform2p¨,¨q oracle. Therefore, the advantage of breaking the sIND-CDA is negligible, which completes the proof. B.3. Proof Sketch of THEOREM 2 Proof. ABE-2OD splits OABE’s secret key into two parts: γ-part (γ1, γ2) and β-part. In case of corrupted HK attacks, we can view the β as the secret key in OABE, and the combination of TK and γ-part as the transformation key in OABE. Therefore, ABE-2OD’s sIND-CHA security directly follows OABE’s RCCA security. C. HR-ABE’s Security Models and Its Proofs C.1. The sIND-ColA model. EXPsIND-ColA ΠG,A p1λq pM˚, ρ˚q Ð Ap1λq; //Initialize T B :“ H; pMPK, MSK, st0, ULq Ð SetupGp1λ, Ω, T q; //Setup pM0, M1, stiq Ð AG,OpMPK, st0q; //Phase 1 UL “ ULzpTcor X Tsatq; //Revoke b Ð t0, 1u; C˚ Ð Enc ` MPK, Mb, pM˚, ρ˚q ˘ ; //Challenge Let st “ tst0, st1, ¨ ¨ ¨ , stiu; b1 Ð AG,OpMPK, C˚, stq; //Phase 2 return 1 if b1 “ b, else return 0. Figure 9: Experiment of the sIND-ColA for HR-ABE Figure 9 presents an experiment between a challenger and an adversary A for defining selective indistinguishabil-ity against collusion attacks (sIND-ColA). The experiment EXPsIND-ColA ΠG,A allows the adversary A to query a set of oracle O = {OJoin, ORev, OUpd, OCorrupt} and G “ tGTransform2u. Let AID denote the attribute set of DU ID. We define Tsat :“ tID : ID P U ^ AID $ pM˚, ρ˚qu, Tcor :“ tID : ID P U ^ ID’s DK was corruptedu. A can adaptively query join oracle OJoin, revocation oracle ORev, and update oracle OUpd to determine the set of DUs that are in the latest UL at each time interval. The corruption oracle OCorrupt allows A to obtain the decryption key DK of a DU and GTransform2 is the transformation oracle that inputs A’s query pID, PTCq and outputs the transformed ciphertext TC to A. Specifically, these oracles are defined as follows. ‚ OJoinpMSK,UL,¨,¨q is a join oracle that allows A to query an identity ID and an attribute set A. It runs pUL, pTK, RK, DKqq Ð Join pMSK, UL, ID, Aq, and sets TBrIDs :“ pA, TK, RK, DKq and returns TK to A. ‚ ORevpUL,¨q is a revocation oracle that allows A to query an identity ID. For each query, it runs Rev pUL, IDq to obtain a new DU list UL. 3124","True"
"Make Revocation Cheaper: Hardware-Based Revocable Attribute-Based Encryption.","2","","none","7. (sIND-ColA for HR-ABE). An HR-ABE scheme is said to be sIND-ColA secure if for any PPT adversary A, the following advantage is negligible. AdvsIND-ColA ΠG,A p1λq “ ˇˇˇˇPr ” EXPsIND-ColA ΠG,A p1λq “ 1 ı ´ 1 2 ˇˇˇˇ . C.2. The sIND-CTA model. Besides sIND-ColA presented in Section 4.2, HR-ABE needs a new security model to reflect the following intuition. Corrupted TEE attacks launched by any attacker have no help to obtain the actual message as long as unrevoked DUs’ decryption keys still keep private. EXPsIND-CTA ΠG,A p1λq pM˚, ρ˚q Ð Ap1λq; //Initialize T B :“ H; pMPK, MSK, st0, ULq Ð SetupGp1λ, Ω, T q; //Setup pM0, M1, stiq Ð AOpMPK, st0q; //Phase 1 b Ð t0, 1u; C˚ Ð Enc ` MPK, Mb, pM˚, ρ˚q ˘ ; //Challenge Let st “ tst0, st1, ¨ ¨ ¨ , stiu; b1 Ð AOpMPK, C˚, stq; //Phase 2 return 1 if b1 “ b, else return 0. Figure 10: Experiment of the sIND-CTA for HR-ABE Figure 10 presents the experiments EXPsIND-CTA ΠG,A p1λq for HR-ABE for our new security model called selective indis-tinguishability against corrupted TEE attacks (sIND-CTA), which is also run between a challenger and an adversary. Compared to sIND-ColA, the differences include two as-pects. On one hand, sIND-CTA allows A to corrupt re-vocation keys via corruption oracle whereas sIND-COlA allows A to obtain decryption keys; on the other hand, sIND-CTA allows A to query a decryption oracle while sIND-ColA allows A to query the transformation oracle. Specifically, sIND-CTA allows A to query a set of oracle O “ tOJoin, ORev, OUpd, OCorrupt, ODecu. While OJoin, ORev and OUpd are same as in sIND-ColA, OCorrupt and ODec in sIND-CTA are defined as follows. ‚ OCorruptp¨q is a corruption oracle that allows A to query an identity ID. If TBrIDs is not defined, it outputs K; otherwise it fetches pA, TK, RK, DKq Ð TBrIDs. If A & pM˚, ρ˚q, it returns (RK, DK) to A; otherwise, it returns (RK, K) to A. ‚ ODecp¨,¨q is a decryption oracle that allows A to query an identity ID, and a transformed ciphertext TC. If TBrIDs is not defined, it outputs K; otherwise it fetches pA, TK, RK, DKq Ð TBrIDs, and returns the result of DecpDK, TCq to A. If the query is in the second query phase and DecpDK, TCq P tM0, M1u, it outputs a special symbol test to A. Definition","True"
"Make Revocation Cheaper: Hardware-Based Revocable Attribute-Based Encryption.","2","","none","8. (sIND-CTA for HR-ABE). An HR-ABE scheme achieves sIND-CTA if for any PPT adversary A, the follow-ing advantage is negligible. AdvsIND-CTA ΠG,A p1λq “ ˇˇˇˇPr ” EXPsIND-CTA ΠG,A p1λq “ 1 ı ´ 1 2 ˇˇˇˇ . C.3. Proof of THEOREM 3 Proof. The proof applies the hybrid argument of games","True"
"Make Revocation Cheaper: Hardware-Based Revocable Attribute-Based Encryption.","2","","none","[31] and below we provide a proof sketch of THEOREM","True"
"Make Revocation Cheaper: Hardware-Based Revocable Attribute-Based Encryption.","2","","none","3. We start the proof by defining three games: Game0, Game1, and Game2. Let Ei denotes the event that A wins in Gamei. In detail, the two games are defined as follows. ‚ Game0. This game is the original sIND-COlA game. ‚ Game1. This game is the same as Game0, except that if the adversary is able to provide a different state st˚ i “ pσ˚, UL˚ i , i˚q from that maintained by the challenger sti “ pσ, ULi, iq then the challenger outputs a random bit and aborts the game. ‚ Game2. This game is the same as Game1, except that the encryption of RKs (e.g., EpKTEE, RKq) is replaced by random ciphertexts. Claim","True"
"Make Revocation Cheaper: Hardware-Based Revocable Attribute-Based Encryption.","2","","none","1. If the signature scheme ΠSig is EUF-CMA, the difference between the adversary’s advantage in Game0 and Game1 is negligible. Proof sketch. Game0 and Game1 are the same unless a forgery event (i.e., the adversary produces a forged signature σ˚ ‰ σ for a modified UL˚ i ‰ ULi, which passes the verification) occurs, given that the freshness of a valid ULi is guaranteed by TEE’s replay protection mechanism. Therefore, there exists a forger F such that |PrrE0s ´ PrrE1s| ď AdvEUF-CMA ΠSig,F . where AdvEUF-CMA ΠSig,F is the advantage of F breaking ΠSig. Claim","True"
"Make Revocation Cheaper: Hardware-Based Revocable Attribute-Based Encryption.","2","","none","2. If EncpKTEE, ¨q (say ΠAE) is a secure authen-ticated encryption scheme [17], the difference between the adversary’s advantage in Game1 and Game2 is negligible. Proof sketch. Suppose there exists an adversary that has a non-negligible advantage for distinguishing Game1 and Game2, it implies that the adversary can distinguish a real ciphertext and a random ciphertext, which contradicts the CCA security of ΠAE. Formally, there exists a simulator B1 such that |PrrE1s ´ PrrE2s| “ AdvCCA ΠAE,B1. 3125","True"
"Make Revocation Cheaper: Hardware-Based Revocable Attribute-Based Encryption.","2","","none","3. If the ABE-2OD scheme is sIND-CDA, the adver-sary’s advantage in Game2 is negligible. Proof. Suppose there exists a PPT adversary A who has a non-negligible advantage in Game2, we build a simulator B that calls A as a subroutine to win sIND-CDA of the ABE-2OD scheme (i.e., Π1). The simulation consists of six phases and the details are as follows. Init. The simulator B runs a copy of A. A determines a policy pM˚, ρ˚q, which is submitted for challenging. Setup. Receiving a public parameter PK1 from Π1’s sIND-CDA challenger, B first generates a random symmet-ric key KTEE, and constructs an initialized DU list UL. Besides, B also runs a copy of the simulated signature scheme pvk, skq Ð ΠSig.KeyGenp1λq. Then B maintains the MSK “ pd, sk, KTEEq privately, where ‘d’ denotes unknown master secret key in Π1. B also maintains variables UL “ H, and st0, which is produced in a similar way as in oracle OUpdpMSK,UL,¨,¨q. Finally, B forwards pMPK, st0q to the adversary, where MPK “ pPK1, vkq. Query Phase","True"
"Make Revocation Cheaper: Hardware-Based Revocable Attribute-Based Encryption.","2","","none","1. B initializes TB “ H, Tcor “ H, and Tsat “ H. Then B answers the queries for A as follows. OJoinpMSK,UL,¨,¨q: Receiving an identity ID and an at-tribute set A as input, B first queries Π1’s challenger with pID, Aq to obtain the transformation key TK1. B corrupts the DK1 via querying Π1’s OCorruptDK and records TBrIDs :“ pA, TK, d, DKq. Besides, B forwards TK to A and sets UL Ð UL Y tID, TK, EncpKTEE, 0qu, where EncpKTEE, 0q denotes a random ciphertext. Furthermore, B records Tsat “ Tsat YtIDu if A $ pM˚, ρ˚q. Note that RK is unknown to B because B cannot corrupt the helper keys in Π1’s sIND-CDA game. ORevpUL,¨q: Receiving an identity ID, B deletes the record associated to ID and sends the updated UL to A. OUpdpMSK,UL,¨,¨q: Receiving a state sti´1 and a time interval index i, B sets ULi “ UL and signs a signature σ on ULi and the time interval index i. Finally it forwards sti “ pσ, ULi, iq to A. OCorruptp¨q: Receiving an identity ID from A, it outputs error symbol K if TBrIDs is not defined; otherwise it fetches DK from TBrIDs, records Tcor “ Tcor Y tIDu, and forwards DK to A. GTransform2p¨,¨q: Receiving an identity ID and a partially transformed ciphertext PTC, B checks whether ID P UL. If not, B outputs K to A; otherwise, it submits PTC to Π1’s OTransform2 oracle and forwards response Out to A. Note that if Out “ K, it implies the PTC is a non-legitimate one. Challenge. Receiving a message pair pM0, M1q from A, B deletes all ID P Tcor X Tsat from UL and forwards the message pair to its challenger and obtains a ciphertext C˚ under pM˚, ρ˚q. Finally it passes C˚ to A. Query Phase","True"
"Make Revocation Cheaper: Hardware-Based Revocable Attribute-Based Encryption.","2","","none","2. B continues to answer queries from A by following the simulation in Query Phase 1, except that when answering OCorruptp¨q queries, B returns K for any queried ID with attribute set A $ pM˚, ρ˚q. h2 h3 h4 h1-2 h3-4 h1-4 Signature ! Time interval i ID1 A1 TK1 Enc (KTEE, RK1) ID2 A2 TK2 Enc (KTEE, RK2) ID3 A3 TK3 Enc (KTEE, RK3) ID4 A4 TK4 Enc (KTEE, RK4) h1 DU list Merkle hash tree Signed root Figure 11: Merkle hash tree as a state Guess. Receiving a bit b1 from A, B eventually outputs the same bit b1 as its guess. It completes the simulation perfectly. Therefore we have PrrE2s “ AdvsIND-CDA Π1,B ` 1 2 where AdvsIND-CDA Π1,B is the adversary’s advantage in winning the sIND-CDA game of an ABE-2OD scheme. Taking all claims together, we have that PrrE0s ď |PrrE0s ´ PrrE1s| ` |PrrE1s ´ PrrE2s| ` PrrE2s “ AdvEUF-CMA ΠSig,F ` AdvCCA ΠAE,B1 ` AdvsIND-CDA Π1,B ` 1 2. Therefore, the advantage of breaking sIND-COlA security is negligible. It completes the proof of THEOREM 3. D. sMHT as The State sMHT, also called signed tree head (SHT), is a popular technology in Google’s certificate transparency [22]. Figure 11 describes a toy example to exhibit how sMHT works. Let H : t0, 1u˚ ÞÑ t0, 1uλ be a cryptographic hash function. Given any DU list UL, MHT is built in a bottom-up manner, where the leaf nodes are hash values of original elements in UL, e.g., h1 “ H pID1, A1, TK1, Enc pKTEE, RK1qq, and the internal nodes are hash values of their children, e.g., h1-2 “ Hph1, h2q. Instead of signing the whole DU list, now only the root node (i.e., h1-4) is signed by the KGC to ensure integrity of the DU list. Meanwhile, a time interval index i is also embedded into the signature to ensure the freshness of the state, i.e., σ Ð ΠSig.Signpsk, xh1-4, iyq for the given example. With the sMHT, the membership proof includes the siblings of the nodes located at the path from the leaf to the root node (e.g., the nodes highlighted by the gray box in Figure 11). In such a way, TEE only takes the logarithmic-sized proof from the state module as input and then completes the integrity checking in a bottom-up manner by verifying the hash values in the path and the signature of the root node. For example, TEE calculates the hash values h2 “ H pID2, A2, TK2, Enc pKTEE, RK2qq, h1-2 “ Hph1, h2q, h1-4 “ Hph1-2, h3-4q and verifies the signature by t0, 1u Ð ΠSig.Verpvk, xh1-4, iy, σq. 3126","True"
"zk-creds: Flexible Anonymous Credentials from zkSNARKs and Existing Identity Infrastructure.","3","","none","[4] K. Baghery, M. Kohlweiss, J. Siim, and M. Volkhov, “Another look at extraction and randomization of groth’s zk-snark,” in Financial Cryptography and Data Security.","True"
"zk-creds: Flexible Anonymous Credentials from zkSNARKs and Existing Identity Infrastructure.","3","","none","[16] V. Buterin, “An Incomplete Guide to Rollups.”","True"
"zk-creds: Flexible Anonymous Credentials from zkSNARKs and Existing Identity Infrastructure.","3","","none","[21] ——, “A signature scheme with efficient protocols,” in SCN 02.","True"
"zk-creds: Flexible Anonymous Credentials from zkSNARKs and Existing Identity Infrastructure.","3","","none","[44] C. Komlo and I. Goldberg, “Frost: Flexible round-optimized schnorr threshold signatures,” in Selected Areas in Cryptography.","True"
"Silph: A Framework for Scalable and Accurate Generation of Hybrid MPC Protocols.","2","","none","[30] GDPR. Official Journal of the European Union ’16.","True"
"Hardening Circuit-Design IP Against Reverse-Engineering Attacks.","2","","none","[65] D. Malkhi, N. Nisan, B. Pinkas, Y. Sella et al., “Fairplay-secure two-party computation system.” in USENIX Security Symposium, vol.","True"
