"source_paper","app_awareness","venue_raw","venue_source","raw_reference","suspected_fp"
"Bulletproofs++: Next Generation Confidential Transactions via Reciprocal Set Membership Arguments.","3","","none","5. If χ returns a witness for RDLR, the extractor has a solution to the a DLR problem for basis points (G, G, H) and returns it. Otherwise, the extractor obtains openings for C, X, R, denoted vC, vX, vR, l′ C, etc. There exist polynomials v(T) = vC + vXT + vR(T 2 −1), and likewise for l′(T) and n′(T) such that v(γi) = vi, l′(γi) = l′ i, and n′(γi) = n′ i. Since we know that each transcript is accepting, we know that T[l′(T)]0 −[l′(T)]1 = 0 at four T = γi but only has degree 3 since l′(T) and n′(T) have degree","True"
"Bulletproofs++: Next Generation Confidential Transactions via Reciprocal Set Membership Arguments.","3","","none","2. Therefore, the left hand side must be identically zero as a polynomial in T. From this, it follows that l′(T) = (1||T) ⊗l(T) for l(T) degree 1 and l(γi) = li. This is similarly true for n′(T) and the degree one polynomial n(T). Writing l(T) = l0 + l1T and grouping like terms, we find lC = l0||l1, lX = l1||l0, lR = l0||0, as well as for n(T). Finally, applying the norm linear equation to (v(T), l(T), n(T)) we obtain the quadratic equation v(T) −⟨c(T), l(T)⟩−|n(T)|2 µ = 0 that holds at 4 values of T = γi and therefore must also be identically zero. Expanding the right hand side in T we find that this implies vX and vR must be constructed according to the protocol and that vC must satisfy the norm linear relation for (vC, lC, nC) and the appropriate linear constraint and weight. So, the round extractor finds a witness for RDLR or a valid opening for C from four accepting transcripts. Let R′ be the union of the norm linear relation and RDLR. By running the round extractor log2 n times we extract a witness for R′, which proves that the protocol has k-SS. 35 C.2 Arithmetic Circuits Lemma","True"
"Bulletproofs++: Next Generation Confidential Transactions via Reciprocal Set Membership Arguments.","3","","none","6. For fixed c and µ, let (v, l, n) be a valid opening if v = ⟨c, l⟩+ |n|2 µ and let l = r||l′ and c = ˆcr||ˆcl. The uniform distribution of openings is equal to the distribution (v + s0, (r′ + s1:)||l′, n) where n and l′ are drawn uniformly at random, (ˆv, r′) are any values such that (ˆv, r′||l′, n) is a valid opening, and s are drawn uniformly at random such that ⟨ˆcr, s⟩= 0. Proof. First, note that the uniform distribution on (v, l, n) is equal to the distribution by first choosing n and l′ uniformly at random and then choosing v and r uniformly at random such that the opening is valid for c, µ, n, and l′. Equivalently, letting C = ⟨ˆcl, l′⟩+ |n|2 µ, choosing (v, r) such that v + ⟨ˆcr,1:, r⟩= C, assuming ˆcr = 1. Note this equation is affine in (v, r). In particular, any two solutions always differ by a solution s to the equation ⟨ˆcr, s⟩=","True"
"Bulletproofs++: Next Generation Confidential Transactions via Reciprocal Set Membership Arguments.","3","","none","0. Therefore, given any initial solution (ˆv, r′), we can generate a uniformly random solution by choosing s uniformly at random and letting v = ˆv + s0 and r = r + s1:. This is precisely the distribution described in the lemma. Lemma","True"
"Bulletproofs++: Next Generation Confidential Transactions via Reciprocal Set Membership Arguments.","3","","none","7. For a matrix M and uniformly random a, the vector b = Ma is uniformly distributed at random in the image of the matrix. Proof. Every element of the image of M has a unique, disjoint pre-image Pb. By linearity, the difference of any two elements of the pre-image is an element of the right null space of M and thus each pre-image has the same size. Therefore, a uniformly random vector a will fall in a uniformly random pre-image, and so b will be distributed uniformly at random in the image of M. Corollary","True"
"Bulletproofs++: Next Generation Confidential Transactions via Reciprocal Set Membership Arguments.","3","","none","1. Let M be a matrix such that the left null space v⊤M = 0⊤is generated by one non-zero vector v0. For uniformly random a, the distribution of Ma is the same as the uniform distribution of b such that ⟨v0, b⟩= 0. C.2.1 Proof of Theorem 2 Proof. Completeness Perfect completeness follows from the protocol description. Since all the constraints vanish for a valid witness, and all other terms in f(T) also vanish, the norm linear relation always holds. Perfect SHVZK follows very straightforwardly if we can show that (v, l, n) is distributed uniformly at random among valid openings. We will use Lemma 6 to show that the opening produced by an honest prover is distributed uniformly at random. First, note that the vectors l′ and n as defined in the protocol and the lemma are chosen uniformly at random, and that the primitive witness from the lemma is just ( ˆf0, β−1 ˆf1:). Now it remains to show that the values (vb, rb) which in this case are s0 = r0 −ˆf0 and s1: = r1: −ˆf1: are distributed uniformly at random. The values s as noted in the body, are a linear combination of the vectors rL, rR, rO, and rV . We can use Lemma 7 to show that the values s are distributed uniformly at random such that ⟨ˆcr, s⟩= 0 by showing that the rank of this matrix is 7, since the dimension of its image is","True"
"Bulletproofs++: Next Generation Confidential Transactions via Reciprocal Set Membership Arguments.","3","","none","8. To show that the matrix has rank 7, it is sufficient to show that it has 7 linearly independent columns. There are 6 linearly independent columns that come from the 6 linearly blinding factors from CO. There are only 6 because both rO,4 and rO,7 are both zero. The seventh can be taken from rL,4, which is independent of all the rO blinding factors. Thus, we have 7 linearly independent columns, so s is chosen uniformly at random. The simulator thus will choose the opening, all challenges, and all commitments except for CS uniformly at random. It will then choose CS so that Eq. (34) is satisfied. CWEE Given a tree of transcripts, the extractor χac will use Nm values of ρ, or equivalently µ = ρ2, Nl values of λ, 2 values of δ, 2 values of β, and 13 values of τ to extract a valid witness for the AC relation or RDLR as defined in Lemma 3 from 52NlNm transcripts. In total, with the additional O(max(Nm, Nl+7)2) for the norm linear extractor, this is polynomial in the security parameter, so the whole protocol is k-SS and has CWEE for the AC relation assuming the expected-PPT hardness of the DlR problem by Lemma 2 and Lemma 3. The extractor will begin by running χnl to extract (v, l, n) with O(N 2 m) transcripts. Then, the extractor will use all 13 values of τ to extract openings with overwhelming probability, or a discrete log relation with negligible probability, for CS, CO, CL, CR, ˆV using the round extractor χ from Lemma","True"
"Bulletproofs++: Next Generation Confidential Transactions via Reciprocal Set Membership Arguments.","3","","none","5. From these openings, the extractor knows ˆv and can form the polynomials ˆl(T) and n(T)) from the protocol and can therefore construct ˆf(T). Likewise, the prover can construct the polynomial g(T) = ⟨ˆcr(T), r(T)⟩. The polynomial ˆf(T) terms for −2 through 6, and g(T) has terms for −2 through possible 10. 36 We know that ˆf(T)−g(T) = 0 on 13 values of T. Multiplying by T 2, the left hand side is a polynomial of degree 12 that is zero on 13 values, so it must be identically zero. In particular the value term must be zero. From the protocol, g(T) must have zero value term by construction, so ˆf(T) has zero value term. 0 = eNl(λ)⊤(Wlw + flwV + al) + ⟨wL, wR⟩µ −µeNm(µ)⊤(Wmw + fmwV + am) −δ nO, n ˆV µ −β (rO,4 + rL,3 + rR,2) (96) Now, we will unwind each challenge in the value term to show that if it is zero, it must be the case that the rest of the value term is zero. Since all the remaining challenges ρ, λ, β, δ are all chosen in the same round, it doesn’t matter the order they are unwound. Starting with β, the degree 1 terms in β are the r components that map to the value term, and everything else has degree","True"
"Bulletproofs++: Next Generation Confidential Transactions via Reciprocal Set Membership Arguments.","3","","none","0. We know that the value terms is zero at 2 values of beta, which means that both the degree zero and degree one terms must be zero. Thus, all the interfering error term blinding components must net to zero, the remainder of the value term must also be zero. Similarly for δ there is a δ0 term that includes the inner product of ⟨nO, nV ⟩and the rest of the terms of are of degree 0 in δ. Since this polynomial in δ is zero at two values of δ it must be the case that the interfering inner product is zero and that the remainder of the value term is zero. The remaining non-zero terms of the value term are precisely those on the right hand side of equation Eq. (96), which are the µ and λ linear combination of the circuit constraints. Depending on whether fl = 1 or fm = 1, the extractor can obtain openings for all V from ˆV , or solve the DLR problem, using the round extractor from Lemma","True"
"Bulletproofs++: Next Generation Confidential Transactions via Reciprocal Set Membership Arguments.","3","","none","5. This is because at least one of fl or fm must be non-zero and ˆV is a linear combination of V by powers of either λ or µ. Starting with µ, the final rest of the value term is a degree Nm polynomial in µ. The constant coefficient is a large polynomial in λ, and every other coefficient is either a multiplicative constraint that does not depend on λ, or it is a polynomial in λ if fmfl =","True"
"Bulletproofs++: Next Generation Confidential Transactions via Reciprocal Set Membership Arguments.","3","","none","1. In the case that it is a polynomial in λ, it will have two terms with the constant term equal to a multiplicative constraint, and a λi term multiplying a row of Wlw + flwV + al. Using the Nm + 1 transcripts for µ, the extractor can show that each µi coefficient is zero. Now using the Nl + 1 transcripts with different values of λ, we can do the same for the remaining constant term, and the other terms if flfm = 1, to show that all the linear constraints must vanish. Thus, we have extracted a valid witness from O(NlNm max(Nl + 7, Nm)2) transcripts, which is polynomial in the security parameter which proves that the protocol has k-SS for the union of the AC relation and RDLR. C.3 Proof of Theorem 3 Proof. Completeness. Completeness follows from executing the protocol. In selecting the reciprocal challenge α, it is possible for the prover to fail if any of the denominators vanish. Since the number of reciprocals is negligible by construction, the probability of failure is negligible, so the protocol has completeness. SHVZK. SHVZK follows directly from the SHVZK of the arithmetic circuit protocol. Since the reciprocal circuit is compiled to an arithmetic circuit, the simulator will simply choose random α and then run the arithmetic circuit simulator on the resulting circuit. Thus, the protocol is SHVZK. CWEE. Given a tree of transcripts, the extractor χrf for the reciprocal form circuit relation Rrf (Eq. (71)) will use the arithmetic circuit extractor χac on the compiled arithmetic circuit for particular challenges α. Extractor χac obtains a valid witness for the AC relation or RDLR as defined in Lemma 3 using O(NlNm max(Nl + 7, Nm)2) total transcripts. If χac returns a witness for RDLR, χrf returns it. We will show below that, otherwise, the polynomial time extractor χrf succeeds in extracting a witness for Rrf when receiving a tree of transcripts with 2Np pairwise distinct challenges α. Thus, the reciprocal form circuit protocol is k-SS and has CWEE for relation Rrf assuming the expected-PPT hardness of the DLR problem by Lemma 2 and Lemma 3. We now show that if χac does not return a solution to the DLR problem, χrf returns a witness that satisfies Eq. (65) and the collections Ai encoded by Eq. (66) vanish. Following the notation of Section 6.3, we can see that χac extracts a witness w′ = w′ L||w′ R||w′ O for a particular challenge α such that 0 = W ′ l w′ + flwV + a′ l = ((WdwI)||(Wp(α)w(α))||(Wlw)) + flwV + (ad||ap(α)||al). (97) 37 It follows that Eq. (65) is satisfied. In order to show that the encoded collections Ai vanish, we show that the circuit encodes instances of the reciprocal argument for m = WnwI +fmwV +an, v = wD, r = w′ P . We can see that for the extracted witness P ri + P aP,i(α) = 0, since from Eq. (97) it follows that 0 = Wp(α)w(α) + ap(α) = f(α). This implies P ri + P aP,i(α) = 0, if Wp(X) and ap(X) are correctly constructed. Moreover, for the witness w′ extracted by χac it holds that w′ L ◦w′ R = W ′ mw′ + fmwV + a′ m (98) (wD||wL) ◦(w′ P ||wR) = ((WnwI −αw′ P )||(Wmw)) + fmwV + (an||am). (99) Hence, it holds that αw′ P + wD ◦w′ P = WnwI + fmwV + an (100) αr + v ◦r = m. (101) which proves that the reciprocal form circuit protocol encodes instances of the reciprocal argument protocol for collections Ai. Since the total size of the collections Ai sums to |wD| = Np and the extractor has 2Np transcripts with pairwise distinct challenges α, by Lemma 1 all Ai vanish. By assumption, Np is polynomial in the security parameter, so χrf uses polynomially many transcripts to extract a witness for the reciprocal form circuit relation or RDLR. Thus, the reciprocal form circuit protocol is k-SS. 38","True"
"Practical Attack on All Parameters of the DME Signature Scheme.","4","","none","[8] on Modeling 1 with one variable xi, i ̸= 5, fixed to a nonzero value (for security level I). ******* STEP 1 Basis length: 49, queue length: 310, step degree: 2, num pairs: 10 Basis total mons: 146, average length: 2.980 Number of S-polynomials: 10, different lcms: 10 Number of pair polynomials: 10, at 23 column(s), 0.000 Average length for reductees: 2.00 [10], reductors: 3.00","True"
"Practical Attack on All Parameters of the DME Signature Scheme.","4","","none","[10] Symbolic reduction time: 0.000, column sort time: 0.000 10 + 10 = 20 rows / 23 columns out of 171 (13.450%) Density: 10.87% / 13.854% (2.5/r), total: 50 (0.0MB) Matrix construction time: 0.000 Matrix size: 20 by 23 Current max memory usage: 32.1MB (=max) Before ech memory: 32.1MB (=max) Row sort time: 0.000 0.000 + 0.000 + 0.000 = 0.000","True"
"Practical Attack on All Parameters of the DME Signature Scheme.","4","","none","[10] Echelonization time: 0.000 After ech memory: 32.1MB (=max) New rules time: 0.000 Num new polynomials: 10 (100.0%), min deg: 1 [10], av deg: 1.0 Degree counts: 1:10 Queue insertion time: 0.000 Number of linears: 10 New max step: 1, time: 0.000 Step 1 time: 0.000, [0.001], mat/total: 0.000/0.000, mem: 32.1MB (=max) ******* STEP 2 Basis length: 59, queue length: 338, step degree: 2, num pairs: 38 Basis total mons: 176, average length: 2.983 Number of S-polynomials: 38, different lcms: 38 Number of pair polynomials: 38, at 53 column(s), 0.000 Average length for reductees: 3.00 [38], reductors: 3.00","True"
"Practical Attack on All Parameters of the DME Signature Scheme.","4","","none","[38] Symbolic reduction time: 0.000, column sort time: 0.000 38 + 38 = 76 rows / 53 columns out of 171 (30.994%) Density: 5.6604% / 9.7791% (3/r), total: 228 (0.0MB) Matrix construction time: 0.000 Matrix size: 76 by 53 Current max memory usage: 32.1MB (=max) Before ech memory: 32.1MB (=max) Row sort time: 0.000 0.000 + 0.000 + 0.000 = 0.000","True"
"Practical Attack on All Parameters of the DME Signature Scheme.","4","","none","[13] Echelonization time: 0.000 After ech memory: 32.1MB (=max) New rules time: 0.000 Num new polynomials: 13 (34.2%), min deg: 1 [5], av deg: 1.6 Degree counts: 1:5 2:8 Queue insertion time: 0.000 Number of linears: 15 Step 2 time: 0.000, [0.001], mat/total: 0.000/0.000, mem: 32.1MB (=max) Practical Attack on All Parameters of the DME Signature Scheme 27 ******* STEP 3 Basis length: 72, queue length: 308, step degree: 2, num pairs: 8 Basis total mons: 215, average length: 2.986 Number of S-polynomials: 8, different lcms: 8 Number of pair polynomials: 8, at 15 column(s), 0.000 Average length for reductees: 3.00 [8], reductors: 3.00","True"
"Practical Attack on All Parameters of the DME Signature Scheme.","4","","none","[12] Symbolic reduction time: 0.000, column sort time: 0.000 8 + 12 = 20 rows / 15 columns out of 171 (8.772%) Density: 20% / 36.011% (3/r), total: 60 (0.0MB) Matrix construction time: 0.000 Matrix size: 20 by 15 Current max memory usage: 32.1MB (=max) Before ech memory: 32.1MB (=max) Row sort time: 0.000 0.000 + 0.000 + 0.000 = 0.000","True"
"Practical Attack on All Parameters of the DME Signature Scheme.","4","","none","[1] Echelonization time: 0.000 After ech memory: 32.1MB (=max) New rules time: 0.000 Num new polynomials: 1 (12.5%), min deg: 2 [1], av deg: 2.0 Degree counts: 2:1 Queue insertion time: 0.000 Number of linears: 15 Step 3 time: 0.000, [0.001], mat/total: 0.000/0.000, mem: 32.1MB (=max) ******* STEP 4 Basis length: 73, queue length: 300, step degree: 3, num pairs: 300 Basis total mons: 218, average length: 2.986 300 pairs eliminated No pairs to reduce Pair elimination time: 0.000 Do extern interreduction (length 25) INTERREDUCE 17 polynomial(s) Symbolic reduction time: 0.000 Column sort time: 0.000 17 + 0 = 17 rows / 19 columns Density: 15.48% / 35.791% (2.9412/r), total: 50 (0.0MB) Row sort time: 0.000 0.000 + 0.000 = 0.000","True"
"Practical Attack on All Parameters of the DME Signature Scheme.","4","","none","[17] Echelonization time: 0.000 Total reduction time: 0.000 Reduction time: 0.000 Final extern interreduction time: 0.000 Final basis length: 17 Number of pairs: 56 Total pair setup time: 0.000 Max step: 2, time: 0.010 Max num entries matrix: 76 by 53 Max num rows matrix: 76 by 53 Approx mat cost: 8321.32, sym red cost: 338 Approx mat time: 0.000, sym red time: 0.000, total 0.000 Total symbolic reduction time: 0.000 Total column sort time: 0.000 Total row sort time: 0.000 Total matrix time: 0.010 Total new polys time: 0.000 Total queue update time: 0.000 Total Faugere F4 time: 0.010, real time: 0.004","True"
"Practical Post-Quantum Signature Schemes from Isomorphism Problems of Trilinear Forms.","2","","none","5. Atkinson, M.D.: Alternating trilinear forms and groups of exponent","True"
"Practical Post-Quantum Signature Schemes from Isomorphism Problems of Trilinear Forms.","2","","none","19. Brooksbank, P.A., Maglione, J., Wilson, J.B.: A fast isomorphism test for groups whose Lie algebra has genus","True"
"Practical Post-Quantum Signature Schemes from Isomorphism Problems of Trilinear Forms.","2","","none","24. Cohen, A.M., Helminck, A.G.: Trilinear alternating forms on a vector space of dimension","True"
"Watermarking PRFs Against Quantum Adversaries.","2","","none","[CHN+18]. Watermarking PRFs Against Quantum Adversaries 517","True"
"Practical Non-interactive Publicly Verifiable Secret Sharing with Thousands of Parties.","3","","none","34. Johnson, W.B., Lindenstrauss, J.: Extensions of Lipschitz mappings into a Hilbert space","True"
"Reduction from Sparse LPN to LPN, Dual Attack 3.0.","1","","none","4. Refined estimation of the survival function (red, dash-dot line) com-pared to the experiments in [DP23b, §5] (green, full line) and the prediction with the standard independence assumption (blue, dashed line). (left) q = 3329, n = 60, T = 245, N = 5040 and w = 0.0320; (right) q = 3329, n = 80, T = 248, N = 89494 and w = 0.0376","True"
"Reduction from Sparse LPN to LPN, Dual Attack 3.0.","1","","none","[BCN89] Andries E. Brouwer, Arjeh M. Cohen, and Arnold Neumaier. Distance-Regular Graphs. Number 18 in Ergebnisse der Mathematik und ihrer Grenzgebiete.","True"
"How to Compress Encrypted Data.","1","","none","21. de Prony, G.: Essai exp´erimental et analytique sur les lois de la dilatabilit´e des ﬂuides ´elastiques et sur celles de la force expansive de la vapeur de l’eau et de la vapeur de l’alcool `a diﬀ´erentes temp´eratures. J. l’´Ecole Polytech. 1(22), 24–76 (1795)","True"
"Constant-Round Simulation-Secure Coin Tossing Extension with Guaranteed Output.","1","","none","21. Goldreich, O.: Foundations of Cryptography: Basic Applications, vol.","True"
"Short Pairing-Free Blind Signatures with Exponential Security.","2","","none","0. For k ě 1, assume PrrEk´1s ď řk´1 i“1 1 |Ui|. It holds that PrrEks “ PrrEk|Ek´1sPrrEk´1s ` PrrEk|␣Ek´1sPrr␣Ek´1s ď PrrEk´1s ` PrrEk|␣Ek´1s “ PrrEk´1s ` Pr “ Ek ˇˇ p␣Ek´1q ^ Dk ‰ 0 ‰ PrrDk ‰ 0|␣Ek´1s ` Pr “ Ek ˇˇ p␣Ek´1q ^ Dk “ 0 ‰ PrrDk “ 0|␣Ek´1s ď PrrEk´1s ` Pr “ Ek ˇˇ p␣Ek´1q ^ Dk ‰ 0 ‰ ` Pr “ Ek ˇˇ p␣Ek´1q ^ Dk “ 0 ‰ . (42) It is left to bound Pr “ Ek ˇˇ p␣Ek´1q ^ Dk ‰ 0 ‰ and Pr “ Ek ˇˇ p␣Ek´1q ^ Dk “ 0 ‰ . Suppose Ek´1 does not occur and then we have either Di “ 0 for all 0 ď i ă k or D0 ` řk´1 j“1 DjXj “ 0. If Dk “ 0, we have either Di “ 0 for all 0 ď i ď k, or D0 ` řk j“1 DjXj “ D0 ` řk´1 j“1 DjXj ‰ 0, which means Ek does not occur. Therefore, we have Pr “ Ek ˇˇ p␣Ek´1q ^ Dk “ 0 ‰ “ 0. (43) 37 Otherwise, if Dk ‰ 0, we know Ek occurs if and only if D0 ` řk j“1 DjXj ‰","True"
"Short Pairing-Free Blind Signatures with Exponential Security.","2","","none","0. Since Xk is uniformly distributed over Uk independent of pD0, . . . , Dk, X1, . . . , Xk´1q given Dk ‰ 0 and Ek´1 does not occur, it holds that Pr “ Ek ˇˇ p␣Ek´1q ^ Dk ‰ 0 ‰ “ Pr « D0 ` kÿ j“1 DjXj “ 0 ˇˇ p␣Ek´1q ^ Dk ‰ 0 ﬀ “ Pr « Xk “ D0 ` řk´1 j“1 DjXj Dk ˇˇ p␣Ek´1q ^ Dk ‰ 0 ﬀ ď 1 |Ui| . (44) Therefore, from (42), (43), and (44), we have PrrEks ď PrrEk´1s ` 1 |Ui| ď kÿ i“1 1 |Ui| . Therefore, by induction, we have Pr « D i P t0, . . . , nu : Di ‰ 0 ^ D0 ` n ÿ j“1 DjXj “ 0 ﬀ “ PrrEns ď n ÿ i“1 1 |Ui|. [\\ B Postponed Proofs from Section 4 B.1 Proof of Lemma 7 We prove the lemma by going through a serious of games. GameA 0 : This is OMUF-GGMA BS1 (Figure 5). GameA 1 : This is deﬁned in Figure 14 that only contains the dashed box. We introduce variables X, A1, Y1, . . . , AQS1, YQS1 in GameA 1 . Each variable is assigned a value, that is, X is assigned x, Ai is assigned ai, and Yi is assigned yi ¨x. The input to Φ is a polynomial P of variables X, tAi, YiuiPrQS1s over Zp instead of a single value v P Zp and the set Cur is a set of polynomials. Also, in Φ we check the equality of two polynomials by its evaluation on the assigned values, which is denoted by “eval (see Deﬁnition 1). Deﬁnition","True"
"Short Pairing-Free Blind Signatures with Exponential Security.","2","","none","1. For two ploynomial P and P 1 of the variables X1, . . . , Xn over a ﬁeld F, suppose each Xi is assigned with a value xi P F. We say P “eval P 1 if and only if PpX1 “ x1, . . . , Xn “ xnq “ P 1pX1 “ x1, . . . , Xn “ xnq. For convenience, we also have P “eval PpX1 “ x1, . . . , Xn “ xnq. It is easy to check that “eval is an equivalence relation over the polynomials of the variables X1, . . . , Xn. We ﬁrst show that the oracle Φ in GameA 1 is well-deﬁned, that is, for each query P to Φ, there exists at most one P 1 P Cur such that P “eval P","True"
"Short Pairing-Free Blind Signatures with Exponential Security.","2","","none","1. Suppose there exists P 1, P 2 P Cur such that P 1 ‰ P 2, P 1 “eval P “eval P 2. Suppose P 2 is added to Cur after P","True"
